Easting,Northing,Up
-159.22826754882743,-225.02698318274213,-231.94087237292686
-159.4978158557605,-225.7031412798338,-231.9409030653403
-159.76538181481897,-226.38011815821983,-231.9409338218265
-160.03094359639934,-227.05791083439985,-231.94096464046237
-160.2944793778178,-227.73651632948588,-231.9409955201428
-160.5559673280755,-228.41593165890484,-231.94102646195233
-160.81538563159654,-229.0961538400406,-231.9410574619955
-161.07271245046257,-229.7771798885687,-231.94108852414718
-161.32792597296293,-230.45900682507352,-231.94111964254404
-161.5810043703612,-231.1416316657277,-231.94115082117233
-161.83192581305394,-231.82505142628312,-231.94118205755402
-162.0806684798469,-232.50926312942804,-231.94121334924168
-162.32721054594393,-233.19426378606445,-231.94124469872804
-162.5715301847208,-233.88005041696644,-231.9412761022383
-162.81360556774288,-234.5666200394446,-231.94130756300683
-163.05341487489028,-235.25396967051216,-231.94133907763754
-163.2909362790296,-235.94209632804888,-231.94137064469206
-163.52614795736355,-236.63099703004465,-231.9414022649273
-163.75902808728333,-237.32066879213153,-231.9414339399328
-163.98955483664056,-238.01110863341341,-231.9414656634961
-164.21770637916867,-238.70231356994728,-231.94149743897788
-164.44346089770798,-239.39428062002844,-231.94152926437997
-164.66679656521916,-240.08700680316198,-231.94156114076196
-164.8876915525889,-240.78048913201042,-231.94159306433878
-165.1061240368316,-241.47472462841705,-231.9416250361448
-165.32207219386805,-242.1697103101779,-231.94165705641728
-165.53551419852528,-242.86544318842377,-231.94168912265292
-165.74642822564948,-243.56192028699957,-231.94172123631517
-165.95479245057714,-244.25913862217385,-231.94175339422972
-166.1605850468532,-244.95709520974427,-231.94178559698173
-166.3637841883245,-245.6557870666467,-231.94181784440457
-166.56436805221293,-246.35521121386313,-231.9418501340052
-166.762314811856,-247.05536466618312,-231.94188246850857
-166.95760264703975,-247.7562444423595,-231.94191484451855
-167.1502097266711,-248.45784755768963,-231.9419472617319
-167.34011422895236,-249.16017103109,-231.94197971809487
-167.52729432495863,-249.8632118807172,-231.9420122164835
-167.7117281958522,-250.5669671211611,-231.94204475207871
